trackName,lyric_line,lyric_full,lyric_jieba,lyric_ckip
免死金牌,"['多少年後過的挺壞 多少欠了沒還的愛 多少人呢 有開始 沒後來', '所有扛不住的我來 扮給外人看的 左胡鬧 右瞎掰 可以 我摸摸鼻子 我滾開', '快給我救命的免死金牌 對抗這蠻橫的該死未來 快樂的痛 不想當孤單廢物去忍耐', '忘記了身分的免死金牌 身受重傷的我人畜無害 大雨和悶酒 不含淚才奇怪', '多虧我還持有免死金牌 連這種瘋狂都自己去挨 災後的慫 不想要再弄清楚的黑白', '放棄了身上的免死金牌 如同中槍太久心也停擺 答應妳分手 不對也不意外', '多虧我還持有免死金牌 連這種瘋狂都自己去挨 災後的慫 不想要再弄清楚的黑白', '放棄了身上的免死金牌 如同中槍太久心也停擺 要命的自由 不完美的悲哀']",多少年後過的挺壞，多少欠了沒還的愛，多少人呢，有開始，沒後來。所有扛不住的我來，扮給外人看的，左胡鬧，右瞎掰，可以，我摸摸鼻子，我滾開。快給我救命的免死金牌，對抗這蠻橫的該死未來，快樂的痛，不想當孤單廢物去忍耐。忘記了身分的免死金牌，身受重傷的我人畜無害，大雨和悶酒，不含淚才奇怪。多虧我還持有免死金牌，連這種瘋狂都自己去挨，災後的慫，不想要再弄清楚的黑白。放棄了身上的免死金牌，如同中槍太久心也停擺，答應妳分手，不對也不意外。多虧我還持有免死金牌，連這種瘋狂都自己去挨，災後的慫，不想要再弄清楚的黑白。放棄了身上的免死金牌，如同中槍太久心也停擺，要命的自由，不完美的悲哀,"['多少', '年後過', '的', '挺', '壞', '，', '多少', '欠', '了', '沒還', '的', '愛', '，', '多少', '人', '呢', '，', '有', '開始', '，', '沒後來', '。', '所有', '不住', '扛不住', '的', '我', '來', '，', '扮給', '外人', '看', '的', '，', '左', '胡鬧', '，', '右', '瞎掰', '，', '可以', '，', '我', '摸摸', '鼻子', '，', '我', '滾開', '。', '快給', '我', '救命', '的', '免死', '金牌', '，', '對抗', '這蠻橫', '的', '該', '死', '未來', '，', '快樂', '的', '痛', '，', '不想', '當孤單', '廢物', '去', '忍耐', '。', '忘記', '了', '身分', '的', '免死', '金牌', '，', '身受', '重傷', '的', '我', '人', '畜無害', '，', '大雨', '和', '悶酒', '，', '不', '含淚', '才', '奇怪', '。', '多虧', '我還', '持有', '免死', '金牌', '，', '連這種', '瘋狂', '都', '自己', '去', '挨', '，', '災後的', '慫', '，', '不', '想要', '再', '弄清', '清楚', '弄清楚', '的', '黑白', '。', '放棄', '了', '身上', '的', '免死', '金牌', '，', '如同', '中槍', '太久', '心', '也', '停', '擺', '，', '答應', '妳', '分手', '，', '不', '對', '也', '不', '意外', '。', '多虧', '我還', '持有', '免死', '金牌', '，', '連這種', '瘋狂', '都', '自己', '去', '挨', '，', '災後的', '慫', '，', '不', '想要', '再', '弄清', '清楚', '弄清楚', '的', '黑白', '。', '放棄', '了', '身上', '的', '免死', '金牌', '，', '如同', '中槍', '太久', '心', '也', '停', '擺', '，', '要命', '的', '自由', '，', '不', '完美', '的', '悲哀']","['多少', '年', '後', '過', '的', '挺', '壞', '，', '多少', '欠', '了', '沒', '還', '的', '愛', '，', '多少', '人', '呢', '，', '有', '開始', '，', '沒', '後來', '。', '所有', '扛', '不', '住', '的', '我', '來', '，', '扮', '給', '外人', '看', '的', '，', '左', '胡鬧', '，', '右', '瞎掰', '，', '可以', '，', '我', '摸摸', '鼻子', '，', '我', '滾開', '。', '快', '給', '我', '救命', '的', '免', '死', '金牌', '，', '對抗', '這', '蠻橫', '的', '該死', '未來', '，', '快樂', '的', '痛', '，', '不', '想', '當', '孤單', '廢物', '去', '忍耐', '。', '忘記', '了', '身分', '的', '免', '死', '金牌', '，', '身受', '重傷', '的', '我', '人', '畜', '無害', '，', '大雨', '和', '悶酒', '，', '不', '含淚', '才', '奇怪', '。', '多虧', '我', '還', '持有', '免', '死', '金牌', '，', '連', '這', '種', '瘋狂', '都', '自己', '去', '挨', '，', '災', '後', '的', '慫', '，', '不', '想要', '再', '弄清楚', '的', '黑白', '。', '放棄', '了', '身', '上', '的', '免', '死', '金牌', '，', '如同', '中槍', '太', '久心', '也', '停擺', '，', '答應', '妳', '分手', '，', '不', '對', '也', '不', '意外', '。', '多虧', '我', '還', '持有', '免', '死', '金牌', '，', '連', '這', '種', '瘋狂', '都', '自己', '去', '挨', '，', '災', '後', '的', '慫', '，', '不', '想要', '再', '弄', '清楚', '的', '黑白', '。', '放棄', '了', '身', '上', '的', '免', '死', '金牌', '，', '如同', '中槍', '太', '久心', '也', '停擺', '，', '要命', '的', '自由', '，', '不', '完美', '的', '悲哀']"
修羅,"['活在煉獄的修羅 準備好解開了枷鎖 善與惡在和現實拉扯爭奪   根本沒在躲 沒你想像那麼壞 也沒你想像那麼好 為何卻要被無知風向上了銬', '任何時間 任何一天 早就厭倦 別給虛偽的恩惠         不是與生俱來的命 像個戰士一般', '曾經站在高處 也在山下打滾無數 在深淵感到無助 看清所有骯髒事物 看看我這廢物 撥開眼前迷霧 小人物也可以站得住 開拓自己的路', '不解釋 不代表 就要被定罪 新的塗料 新的好貨 新的']",活在煉獄的修羅，準備好解開了枷鎖，善與惡在和現實拉扯爭奪，根本沒在躲，沒你想像那麼壞，也沒你想像那麼好，為何卻要被無知風向上了銬。任何時間，任何一天，早就厭倦，別給虛偽的恩惠，不是與生俱來的命，像個戰士一般。曾經站在高處，也在山下打滾無數，在深淵感到無助，看清所有骯髒事物，看看我這廢物，撥開眼前迷霧，小人物也可以站得住，開拓自己的路。不解釋，不代表，就要被定罪，新的塗料，新的好貨，新的,"['活在', '煉獄', '的', '修羅', '，', '準備', '好', '解開', '了', '枷鎖', '，', '善', '與', '惡', '在', '和', '現實', '拉扯', '爭奪', '，', '根本', '沒', '在', '躲', '，', '沒', '你', '想像', '那麼', '壞', '，', '也', '沒', '你', '想像', '那麼', '好', '，', '為何', '卻', '要', '被', '無', '知風', '向上', '了', '銬', '。', '任何', '時間', '，', '任何', '一天', '，', '早就', '厭倦', '，', '別給', '虛偽', '的', '恩惠', '，', '不是', '與', '生俱來', '的', '命', '，', '像', '個', '戰士', '一般', '。', '曾經', '站', '在', '高處', '，', '也', '在', '山下', '打滾', '無數', '，', '在', '深淵', '感到', '無助', '，', '看清', '所有', '骯', '髒', '事物', '，', '看看', '我', '這廢物', '，', '撥開', '眼前', '迷霧', '，', '小人', '人物', '小人物', '也', '可以', '得住', '站得住', '，', '開拓', '自己', '的', '路', '。', '不解', '釋', '，', '不', '代表', '，', '就要', '被', '定罪', '，', '新', '的', '塗料', '，', '新', '的', '好貨', '，', '新', '的']","['活', '在', '煉獄', '的', '修羅', '，', '準備好', '解開', '了', '枷鎖', '，', '善', '與', '惡', '在', '和', '現實', '拉扯', '爭奪', '，', '根本', '沒', '在', '躲', '，', '沒', '你', '想像', '那麼', '壞', '，', '也', '沒', '你', '想像', '那麼', '好', '，', '為何', '卻', '要', '被', '無知', '風向', '上', '了', '銬', '。', '任何', '時間', '，', '任何', '一', '天', '，', '早', '就', '厭倦', '，', '別', '給', '虛偽', '的', '恩惠', '，', '不', '是', '與生俱來', '的', '命', '，', '像', '個', '戰士', '一般', '。', '曾經', '站', '在', '高處', '，', '也', '在', '山', '下', '打滾', '無數', '，', '在', '深淵', '感到', '無助', '，', '看清', '所有', '骯髒', '事物', '，', '看看', '我', '這', '廢物', '，', '撥開', '眼前', '迷霧', '，', '小人物', '也', '可以', '站得住', '，', '開拓', '自己', '的', '路', '。', '不', '解釋', '，', '不', '代表', '，', '就', '要', '被', '定罪', '，', '新', '的', '塗料', '，', '新', '的', '好', '貨', '，', '新', '的']"
TRAP GAME,"['叢林的玫瑰 誘人帶著殺傷力 偽裝成鬼魅 著迷又有點神秘', '隱藏好你的行蹤 別曝露你的懦弱 眼前的獵物我蓄勢待發 敏銳直覺無限放大', '我要上場請你不要緊張   別想探聽我所有新的計畫  從零 開始  要狂炸', '隱藏好你的行蹤 別曝露你的懦弱 眼前的獵物我蓄勢待發 敏銳直覺無限放大', '當獅子開始發號施令 別來干擾我的決定', '隱藏好你的行蹤 別曝露你的懦弱 眼前的獵物我蓄勢待發 敏銳直覺無限放大']",叢林的玫瑰，誘人帶著殺傷力，偽裝成鬼魅，著迷又有點神秘。隱藏好你的行蹤，別曝露你的懦弱，眼前的獵物我蓄勢待發，敏銳直覺無限放大。我要上場請你不要緊張，別想探聽我所有新的計畫，從零，開始，要狂炸。隱藏好你的行蹤，別曝露你的懦弱，眼前的獵物我蓄勢待發，敏銳直覺無限放大。當獅子開始發號施令，別來干擾我的決定。隱藏好你的行蹤，別曝露你的懦弱，眼前的獵物我蓄勢待發，敏銳直覺無限放大,"['叢林', '的', '玫瑰', '，', '誘人帶', '著', '殺', '傷力', '，', '偽裝成', '鬼魅', '，', '著迷', '又', '有點', '神秘', '。', '隱藏', '好', '你', '的', '行', '蹤', '，', '別', '曝露', '你', '的', '懦弱', '，', '眼前', '的', '獵物', '我', '蓄勢', '待發', '，', '敏銳', '直覺', '無限', '放大', '。', '我要', '上場', '請', '你', '不要', '緊張', '，', '別想', '探', '聽', '我', '所有', '新', '的', '計畫', '，', '從', '零', '，', '開始', '，', '要', '狂炸', '。', '隱藏', '好', '你', '的', '行', '蹤', '，', '別', '曝露', '你', '的', '懦弱', '，', '眼前', '的', '獵物', '我', '蓄勢', '待發', '，', '敏銳', '直覺', '無限', '放大', '。', '當獅子', '開始', '發號', '施令', '，', '別來', '干擾', '我', '的', '決定', '。', '隱藏', '好', '你', '的', '行', '蹤', '，', '別', '曝露', '你', '的', '懦弱', '，', '眼前', '的', '獵物', '我', '蓄勢', '待發', '，', '敏銳', '直覺', '無限', '放大']","['叢林', '的', '玫瑰', '，', '誘人', '帶', '著', '殺傷力', '，', '偽裝成', '鬼魅', '，', '著迷', '又', '有點', '神秘', '。', '隱藏', '好', '你', '的', '行蹤', '，', '別', '曝露', '你', '的', '懦弱', '，', '眼前', '的', '獵物', '我', '蓄勢待發', '，', '敏銳', '直覺', '無限', '放大', '。', '我', '要', '上場', '請', '你', '不要', '緊張', '，', '別', '想', '探聽', '我', '所有', '新', '的', '計畫', '，', '從', '零', '，', '開始', '，', '要', '狂炸', '。', '隱藏', '好', '你', '的', '行蹤', '，', '別', '曝露', '你', '的', '懦弱', '，', '眼前', '的', '獵物', '我', '蓄勢待發', '，', '敏銳', '直覺', '無限', '放大', '。', '當', '獅子', '開始', '發號施令', '，', '別', '來', '干擾', '我', '的', '決定', '。', '隱藏', '好', '你', '的', '行蹤', '，', '別', '曝露', '你', '的', '懦弱', '，', '眼前', '的', '獵物', '我', '蓄勢待發', '，', '敏銳', '直覺', '無限', '放大']"
帥一個,"['今天有幾間媒體全部出來面對 還有幾個會議想要把時間拖累 下個通告路上又被人群給包圍 光聽快門聲就分辨是哪台單眼', '帥一個帥一個帥一個帥一個 每個動作 下一個下一個下一個下一個 隨你捕捉', '一個打十個不足以形容我的意念 帥在每個細節根本不分日夜', '帥一個 新的裝備跟不上我進度 帥一個 全身上下都是焦點被人追逐 帥一個 解開束縛無視既定的套路 帥一個 二十四小時保持全神貫注', '帥一個帥一個帥一個帥一個 每個  笑一個笑一個笑一個笑一個', '開著跑車慢速慢慢經過你的面前 要你知道我撐了幾年才有今天']",今天有幾間媒體全部出來面對，還有幾個會議想要把時間拖累，下個通告路上又被人群給包圍，光聽快門聲就分辨是哪台單眼。帥一個帥一個帥一個帥一個，每個動作，下一個下一個下一個下一個，隨你捕捉。一個打十個不足以形容我的意念，帥在每個細節根本不分日夜。帥一個，新的裝備跟不上我進度，帥一個，全身上下都是焦點被人追逐，帥一個，解開束縛無視既定的套路，帥一個，二十四小時保持全神貫注。帥一個帥一個帥一個帥一個，每個，笑一個笑一個笑一個笑一個。開著跑車慢速慢慢經過你的面前，要你知道我撐了幾年才有今天,"['今天', '有', '幾間', '媒體', '全部', '出來面', '對', '，', '還有', '幾個', '會議', '想要', '把', '時間', '拖累', '，', '下個', '通告', '路上', '又', '被', '人群', '給包圍', '，', '光聽', '快門聲', '就', '分辨', '是', '哪台', '單眼', '。', '帥', '一個帥', '一個帥', '一個帥', '一個', '，', '每個', '動作', '，', '下一個', '下', '一個', '下', '一個', '下', '一個', '，', '隨', '你', '捕捉', '。', '一個', '打十個', '不足', '足以', '不足以', '形容', '我', '的', '意念', '，', '帥', '在', '每個', '細節', '根本', '不', '分', '日夜', '。', '帥一個', '，', '新', '的', '裝備', '跟不上', '我', '進度', '，', '帥一個', '，', '全身', '身上', '上下', '全身上下', '都', '是', '焦點', '被', '人', '追逐', '，', '帥一個', '，', '解開', '束縛', '無視', '既定', '的', '套路', '，', '帥一個', '，', '二十', '十四', '四小', '二十四', '二十四小', '時', '保持', '全神', '貫注', '。', '帥', '一個帥', '一個帥', '一個帥', '一個', '，', '每個', '，', '笑', '一個', '笑', '一個', '笑', '一個', '笑', '一個', '。', '開著', '跑車', '慢速', '慢慢', '經過', '你', '的', '面前', '，', '要', '你', '知道', '我撐', '了', '幾年', '才', '有', '今天']","['今天', '有', '幾', '間', '媒體', '全部', '出來', '面對', '，', '還', '有', '幾', '個', '會議', '想要', '把', '時間', '拖累', '，', '下', '個', '通告', '路', '上', '又', '被', '人群', '給', '包圍', '，', '光', '聽', '快門聲', '就', '分辨', '是', '哪', '台', '單眼', '。', '帥', '一', '個', '帥', '一', '個', '帥', '一', '個', '帥', '一', '個', '，', '每', '個', '動作', '，', '下', '一', '個', '下', '一', '個', '下', '一', '個', '下', '一', '個', '，', '隨', '你', '捕捉', '。', '一', '個', '打', '十', '個', '不足以', '形容', '我', '的', '意念', '，', '帥', '在', '每', '個', '細節', '根本', '不', '分', '日夜', '。', '帥', '一', '個', '，', '新', '的', '裝備', '跟不上', '我', '進度', '，', '帥', '一', '個', '，', '全身', '上下', '都', '是', '焦點', '被', '人', '追逐', '，', '帥', '一', '個', '，', '解開', '束縛', '無視', '既定', '的', '套路', '，', '帥', '一', '個', '，', '二十四', '小時', '保持', '全神貫注', '。', '帥', '一', '個', '帥', '一', '個', '帥', '一', '個', '帥', '一', '個', '，', '每', '個', '，', '笑', '一', '個', '笑', '一', '個', '笑', '一', '個', '笑', '一', '個', '。', '開', '著', '跑車', '慢速', '慢慢', '經過', '你', '的', '面前', '，', '要', '你', '知道', '我', '撐', '了', '幾', '年', '才', '有', '今天']"
不逃,"['感到失落 深怕再次敗退    即便那是  不想下陷 必須跳躍 巴掌打響 那些不實謠言     別鳥那阻擋 當你獨大 獨步像是武當 就算輸怕  或被辱罵 反轉輸家 逆風局將觸發', '太多威脅 一路上迎面了多少危險 就算傷口滴著血 這過程我背著水  背著累  背著罪 太多威脅 一路上迎面了多少危險       寧願不逃不接受不改變', '從這立下起點 直接撐到極限        從這立下起點 直接撐到極限', '別鳥那阻擋 當你獨大 獨步像是武當 就算輸怕  或是辱罵 反轉輸家 逆風局將觸發', '太多威脅 一路上迎面了多少危險 就算傷口滴著血 這過程我背著水  背著累  背著罪 太多威脅 一路上迎面了多少危險', '說不退就是不退', '沒有恐懼能夠侷限  前往成功                    恐懼不再能夠侷限  前往成功']",感到失落，深怕再次敗退，即便那是，不想下陷，必須跳躍，巴掌打響，那些不實謠言，別鳥那阻擋，當你獨大，獨步像是武當，就算輸怕，或被辱罵，反轉輸家，逆風局將觸發。太多威脅，一路上迎面了多少危險，就算傷口滴著血，這過程我背著水，背著累，背著罪，太多威脅，一路上迎面了多少危險，寧願不逃不接受不改變。從這立下起點，直接撐到極限，從這立下起點，直接撐到極限。別鳥那阻擋，當你獨大，獨步像是武當，就算輸怕，或是辱罵，反轉輸家，逆風局將觸發。太多威脅，一路上迎面了多少危險，就算傷口滴著血，這過程我背著水，背著累，背著罪，太多威脅，一路上迎面了多少危險。說不退就是不退。沒有恐懼能夠侷限，前往成功，恐懼不再能夠侷限，前往成功,"['感到', '失落', '，', '深怕', '再次', '敗退', '，', '即便', '那', '是', '，', '不想', '下陷', '，', '必須', '跳躍', '，', '巴掌', '打響', '，', '那些', '不實', '謠言', '，', '別鳥', '那', '阻擋', '，', '當你', '獨大', '，', '獨步', '像是', '武當', '，', '就算', '輸怕', '，', '或', '被', '辱', '罵', '，', '反轉', '輸家', '，', '逆風局', '將觸', '發', '。', '太多', '威脅', '，', '一路', '路上', '一路上', '迎面', '了', '多少', '危險', '，', '就算', '傷口滴', '著血', '，', '這過程', '我', '背', '著水', '，', '背著累', '，', '背著罪', '，', '太多', '威脅', '，', '一路', '路上', '一路上', '迎面', '了', '多少', '危險', '，', '寧願', '不', '逃', '不', '接受', '不', '改變', '。', '從', '這', '立下', '起點', '，', '直接', '撐', '到', '極限', '，', '從', '這', '立下', '起點', '，', '直接', '撐', '到', '極限', '。', '別鳥', '那', '阻擋', '，', '當你', '獨大', '，', '獨步', '像是', '武當', '，', '就算', '輸怕', '，', '或是', '辱', '罵', '，', '反轉', '輸家', '，', '逆風局', '將觸', '發', '。', '太多', '威脅', '，', '一路', '路上', '一路上', '迎面', '了', '多少', '危險', '，', '就算', '傷口滴', '著血', '，', '這過程', '我', '背', '著水', '，', '背著累', '，', '背著罪', '，', '太多', '威脅', '，', '一路', '路上', '一路上', '迎面', '了', '多少', '危險', '。', '說', '不', '退', '就是', '不', '退', '。', '沒有', '恐懼', '能夠', '侷', '限', '，', '前往', '成功', '，', '恐懼', '不再', '能夠', '侷', '限', '，', '前往', '成功']","['感到', '失落', '，', '深怕', '再次', '敗退', '，', '即便', '那', '是', '，', '不', '想', '下陷', '，', '必須', '跳躍', '，', '巴掌', '打響', '，', '那些', '不實', '謠言', '，', '別', '鳥', '那', '阻擋', '，', '當', '你', '獨', '大', '，', '獨步', '像是', '武當', '，', '就算', '輸怕', '，', '或', '被', '辱罵', '，', '反轉', '輸家', '，', '逆風局', '將', '觸發', '。', '太多', '威脅', '，', '一', '路', '上', '迎面', '了', '多少', '危險', '，', '就算', '傷口', '滴', '著', '血', '，', '這', '過程', '我', '背', '著', '水', '，', '背', '著', '累', '，', '背', '著', '罪', '，', '太多', '威脅', '，', '一', '路', '上', '迎面', '了', '多少', '危險', '，', '寧願', '不', '逃', '不', '接受', '不', '改變', '。', '從', '這', '立下', '起點', '，', '直接', '撐到', '極限', '，', '從', '這', '立下', '起點', '，', '直接', '撐到', '極限', '。', '別鳥', '那', '阻擋', '，', '當', '你', '獨', '大', '，', '獨步', '像是', '武當', '，', '就算', '輸怕', '，', '或是', '辱罵', '，', '反轉', '輸家', '，', '逆風局', '將', '觸發', '。', '太多', '威脅', '，', '一', '路', '上', '迎面', '了', '多少', '危險', '，', '就算', '傷口', '滴', '著', '血', '，', '這', '過程', '我', '背', '著', '水', '，', '背', '著', '累', '，', '背', '著', '罪', '，', '太多', '威脅', '，', '一', '路', '上', '迎面', '了', '多少', '危險', '。', '說', '不', '退', '就', '是', '不', '退', '。', '沒有', '恐懼', '能夠', '侷限', '，', '前往', '成功', '，', '恐懼', '不再', '能夠', '侷限', '，', '前往', '成功']"
Birthday,"['不在乎極限 炫付出一切         手逆天 無止境的 無止境的', '不在乎極限 炫付出一切', '是否和我對味 音箱低音炸出   這桌上的酒瓶它身上是黑桃', '今夜點燃燭光讓我和你對口吹 讓我能感受到你對我撕心裂肺 把所有煩惱 廢了 廢了 廢了   過去不好的回憶 沒了 沒了 沒了  放開跳進那舞池        今天主角是誰 廢話 是我 出力 出力', '不在乎極限 炫付出一切         手逆天 無止境的 無止境的', '不在乎極限 炫付出一切', '不要再問我累不累 香檳煙火噴柱 來敲杯 誰能站到最後    點燃那燭光讓我對口吹 刺激的秘密全部 這個點痛快點沸騰點 全場狂野   不計代價 超時也不屑']",不在乎極限，炫付出一切，手逆天，無止境的，無止境的。不在乎極限，炫付出一切。是否和我對味，音箱低音炸出，這桌上的酒瓶它身上是黑桃。今夜點燃燭光讓我和你對口吹，讓我能感受到你對我撕心裂肺，把所有煩惱，廢了，廢了，廢了，過去不好的回憶，沒了，沒了，沒了，放開跳進那舞池，今天主角是誰，廢話，是我，出力，出力。不在乎極限，炫付出一切，手逆天，無止境的，無止境的。不在乎極限，炫付出一切。不要再問我累不累，香檳煙火噴柱，來敲杯，誰能站到最後，點燃那燭光讓我對口吹，刺激的秘密全部，這個點痛快點沸騰點，全場狂野，不計代價，超時也不屑,"['不在', '在乎', '不在乎', '極限', '，', '炫', '付出', '一切', '，', '手逆天', '，', '無', '止境', '的', '，', '無', '止境', '的', '。', '不在', '在乎', '不在乎', '極限', '，', '炫', '付出', '一切', '。', '是否', '和', '我', '對味', '，', '音箱', '低音', '炸', '出', '，', '這', '桌上', '的', '酒瓶', '它', '身上', '是', '黑桃', '。', '今夜', '點燃', '燭光', '讓', '我', '和', '你', '對口', '吹', '，', '讓', '我', '能', '感受', '到', '你', '對', '我', '撕心裂肺', '，', '把', '所有', '煩惱', '，', '廢', '了', '，', '廢', '了', '，', '廢', '了', '，', '過去', '不好', '的', '回憶', '，', '沒', '了', '，', '沒', '了', '，', '沒', '了', '，', '放開', '跳進', '那', '舞池', '，', '今天', '主角', '是', '誰', '，', '廢話', '，', '是', '我', '，', '出力', '，', '出力', '。', '不在', '在乎', '不在乎', '極限', '，', '炫', '付出', '一切', '，', '手逆天', '，', '無', '止境', '的', '，', '無', '止境', '的', '。', '不在', '在乎', '不在乎', '極限', '，', '炫', '付出', '一切', '。', '不要', '再問', '我', '不累', '累不累', '，', '香檳煙', '火噴柱', '，', '來', '敲杯', '，', '誰', '能', '站', '到', '最', '後', '，', '點燃', '那', '燭光', '讓', '我', '對口', '吹', '，', '刺激', '的', '秘密', '全部', '，', '這個點', '痛快', '點沸騰點', '，', '全場', '狂野', '，', '不計代價', '，', '超時', '也', '不屑']","['不', '在乎', '極限', '，', '炫付出', '一切', '，', '手', '逆', '天', '，', '無止境', '的', '，', '無止境', '的', '。', '不', '在乎', '極限', '，', '炫付出', '一切', '。', '是否', '和', '我', '對', '味', '，', '音箱', '低音', '炸出', '，', '這', '桌', '上', '的', '酒瓶', '它', '身', '上', '是', '黑桃', '。', '今夜', '點燃', '燭光', '讓', '我', '和', '你', '對口', '吹', '，', '讓', '我', '能', '感受到', '你', '對', '我', '撕心裂肺', '，', '把', '所有', '煩惱', '，', '廢', '了', '，', '廢', '了', '，', '廢', '了', '，', '過去', '不', '好', '的', '回憶', '，', '沒', '了', '，', '沒', '了', '，', '沒', '了', '，', '放開', '跳進', '那', '舞池', '，', '今天', '主角', '是', '誰', '，', '廢話', '，', '是', '我', '，', '出力', '，', '出力', '。', '不', '在乎', '極限', '，', '炫付出', '一切', '，', '手', '逆', '天', '，', '無止境', '的', '，', '無止境', '的', '。', '不', '在乎', '極限', '，', '炫付出', '一切', '。', '不要', '再', '問', '我', '累', '不', '累', '，', '香檳', '煙火', '噴柱', '，', '來', '敲杯', '，', '誰', '能', '站到', '最後', '，', '點燃', '那', '燭光', '讓', '我', '對', '口', '吹', '，', '刺激', '的', '秘密', '全部', '，', '這', '個', '點痛', '快點', '沸騰點', '，', '全', '場', '狂野', '，', '不計', '代價', '，', '超時', '也', '不屑']"
